track_name,artist,album,release_date,popularity,spotify_url,id,duration_min,release_year,track_name_encoded,artist_encoded,album_encoded
MEMORIES!,347aidan,TROUBLED MEMORIES!,2021-06-18,70,https://open.spotify.com/track/27XMmSWSOXJ7eVb40tH93T,27XMmSWSOXJ7eVb40tH93T,3.8279444444444434e-05,2021,475,2,638
Toxic,BoyWithUke,Faded,2021-09-10,0,https://open.spotify.com/track/2kaNmAbqrtOf7Rdr3fnCWl,2kaNmAbqrtOf7Rdr3fnCWl,4.667222222222222e-05,2021,782,78,217
THATS WHAT I WANT,Lil Nas X,MONTERO,2021-09-17,77,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO,0e8nrvls4Qqv5Rfa2UhqmO,3.9972500000000004e-05,2021,737,270,412
Woman,Doja Cat,Planet Her,2021-06-25,84,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,6Uj1ctrBOjOas8xZXGqKk4,4.7951666666666664e-05,2021,845,138,517
Burn Break Crash,Aanysa,Burn Break Crash,2016-11-04,42,https://open.spotify.com/track/7J9kqM3KFem6P3uSsyitIZ,7J9kqM3KFem6P3uSsyitIZ,6.259777777777778e-05,2016,114,16,116
You Can't Stop the Girl - Film Mix,Bebe Rexha,Maleficent: Mistress of Evil (Original Motion Picture Soundtrack),2019-10-18,36,https://open.spotify.com/track/49b0RGtDQbjMEZefEV9DlJ,49b0RGtDQbjMEZefEV9DlJ,4.437027777777778e-05,2019,856,61,424
In The End - Mellen Gi Remix,Tommee Profitt,In The End,2019-03-22,70,https://open.spotify.com/track/5rAUZy2eDdegBxUVYxePK2,5rAUZy2eDdegBxUVYxePK2,6.0607777777777775e-05,2019,379,459,341
Bring Me To Life,Evanescence,Fallen,2003-03-04,88,https://open.spotify.com/track/0COqiPhxzoWICwFCS4eZcp,0COqiPhxzoWICwFCS4eZcp,6.552583333333334e-05,2003,109,161,220
Angel of Darkness - Video Mix,Alex C.,Angel of Darkness,2003-01-01,59,https://open.spotify.com/track/2p6yof8qYnSFB3gjnerrWs,2p6yof8qYnSFB3gjnerrWs,5.975166666666667e-05,2003,38,26,50
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018-05-10,76,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,4hQ6UGyWQIGJmHSo0J88JW,5.7751111111111106e-05,2018,62,410,71
My Head & My Heart,Ava Max,Heaven & Hell,2020-09-18,74,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm,1KixkQVDUHggZMU9dUobgm,4.8544444444444445e-05,2020,520,45,283
Material Girl,Madonna,Celebration (double disc version),2009-09-18,74,https://open.spotify.com/track/22sLuJYcvZOSoLLRYev1s5,22sLuJYcvZOSoLLRYev1s5,6.674444444444445e-05,2009,489,296,125
Face Off,Tech N9ne,ASIN9NE,2021-10-08,64,https://open.spotify.com/track/6M47gaKejso9772SKTa3yH,6M47gaKejso9772SKTa3yH,6.105611111111111e-05,2021,234,439,27
In My Feelings,Drake,Scorpion,2018-06-29,75,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,6.0534722222222226e-05,2018,376,142,577
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02,85,https://open.spotify.com/track/49FYlytm3dAAraYgpoJZux,49FYlytm3dAAraYgpoJZux,7.666277777777778e-05,2008,787,384,257
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,Red Pill Blues (Deluxe),2018-06-15,74,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,6.542916666666666e-05,2018,276,306,550
Don't Let Me Down,The Chainsmokers,Don't Let Me Down,2016-02-05,83,https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK,1i1fxkWeaMmKEB4T7zqbzK,5.788138888888889e-05,2016,196,442,180
Meet Me on the Battlefield,Nightcore Reality,Battlefield,2021-02-10,38,https://open.spotify.com/track/1XjeGxINZGahvoNJ69gcEt,1XjeGxINZGahvoNJ69gcEt,5.972222222222222e-05,2021,498,340,80
Rumors,NEFFEX,Rumors,2017-04-26,70,https://open.spotify.com/track/7wOqBOryVGD3nqDUihDSwL,7wOqBOryVGD3nqDUihDSwL,6.877972222222221e-05,2017,640,326,563
everything sucks,vaultboy,everything sucks,2021-05-21,66,https://open.spotify.com/track/3z06k8YF9CqX0CGFrlekOK,3z06k8YF9CqX0CGFrlekOK,3.205583333333333e-05,2021,872,508,779
Cool for the Summer,Demi Lovato,Confident,2015-01-01,79,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz,3uwnnTQcHM1rDqSfA4gQNz,5.9649722222222224e-05,2015,149,128,140
Walls Could Talk,Halsey,hopeless fountain kingdom (Deluxe),2017-06-02,4,https://open.spotify.com/track/5ln5yQdUywVbf8HhFsOcd6,5ln5yQdUywVbf8HhFsOcd6,2.827472222222222e-05,2017,804,190,781
Legends Never Die - (Remix),League of Legends,Legends Never Die (Remix),2017-11-02,66,https://open.spotify.com/track/66YtIqT0kN4958EXnCnAmE,66YtIqT0kN4958EXnCnAmE,4.6436944444444445e-05,2017,425,263,386
Give Your Heart a Break,Demi Lovato,Unbroken,2011-01-01,73,https://open.spotify.com/track/3sP3c86WFjOzHHnbhhZcLA,3sP3c86WFjOzHHnbhhZcLA,5.7040555555555555e-05,2011,279,128,707
Little Do You Know Beat Cry,Yagih Mael,Little Do You Know Beat Cry,2021-05-05,0,https://open.spotify.com/track/0Haf91qcvyZqPQLBQiaUuO,0Haf91qcvyZqPQLBQiaUuO,4.279555555555555e-05,2021,443,484,396
Jiggle Jiggle (with Duke & Jones),Louis Theroux,Jiggle Jiggle (with Duke & Jones),2022-05-13,60,https://open.spotify.com/track/1I4lCSP69P74nU3a6Su5L2,1I4lCSP69P74nU3a6Su5L2,2.7002222222222225e-05,2022,398,282,360
Boyfriend,Dove Cameron,Boyfriend,2022-02-11,74,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj,59CfNbkERJ3NoTXDvoURjj,4.2499999999999996e-05,2022,106,141,114
Rise Up,TheFatRat,Rise Up,2019-10-25,67,https://open.spotify.com/track/6inzGTxyGsXVjpVKtFGrcE,6inzGTxyGsXVjpVKtFGrcE,4.7154444444444446e-05,2019,629,456,557
Thunder,Gabry Ponte,Thunder,2021-05-07,79,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB,2USlegnFJLrVLpoVfPimKB,4.444444444444444e-05,2021,772,173,690
Maybe My Soulmate Died,iamnotshane,Maybe My Soulmate Died,2022-06-15,0,https://open.spotify.com/track/7N1bEUVuQo8HHuikDgJ10c,7N1bEUVuQo8HHuikDgJ10c,3.177083333333333e-05,2022,490,501,428
I Shot Cupid,Stela Cole,I Shot Cupid,2021-08-19,0,https://open.spotify.com/track/72vVa7iyvVtjeaNDJfVBYq,72vVa7iyvVtjeaNDJfVBYq,4.561388888888888e-05,2021,353,427,319
Scars To Your Beautiful,Alessia Cara,Know-It-All,2015-11-13,81,https://open.spotify.com/track/0wI7QkCcs8FUQE1OkXUIqd,0wI7QkCcs8FUQE1OkXUIqd,6.395555555555556e-05,2015,654,24,375
I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,84,https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB,4h9wh7iOZ0GGn8QVp4RAOB,4.124583333333333e-05,2022,336,353,308
One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),2018-04-06,81,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,7ef4DlsgrMEH11cDZd32M6,5.9679444444444446e-05,2018,562,89,491
Until I Found You,Stephen Sanchez,Until I Found You,2021-09-01,80,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV,0T5iIrXA4p5GsubkhuBIKV,4.936666666666667e-05,2021,793,428,712
Glimpse of Us,Joji,Glimpse of Us,2022-06-10,36,https://open.spotify.com/track/6xGruZOHLs39ZbVccQTuPZ,6xGruZOHLs39ZbVccQTuPZ,6.484888888888889e-05,2022,281,225,252
Hey Ma (with J Balvin & Pitbull feat. Camila Cabello),J Balvin,Fast & Furious 8: The Album,2017-04-14,40,https://open.spotify.com/track/3BAWg71hTuj8Rq9CShHUNc,3BAWg71hTuj8Rq9CShHUNc,5.417777777777778e-05,2017,314,207,222
Te Felicito,Shakira,Te Felicito,2022-04-21,74,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt,2rurDawMfoKP4uHyb2kJBt,4.7843055555555554e-05,2022,744,413,649
aftermath,vaultboy,aftermath,2021-09-03,57,https://open.spotify.com/track/4nzBST9JdZIy9qfilr93Po,4nzBST9JdZIy9qfilr93Po,4.6280277777777773e-05,2021,865,508,770
Peter Pan Was Right,Anson Seabra,Peter Pan Was Right,2022-04-29,65,https://open.spotify.com/track/2At18rPHOuTEjGEppwGV0A,2At18rPHOuTEjGEppwGV0A,5.347138888888889e-05,2022,587,33,515
One Kiss / I Was Never There,Just Lowkey,One Kiss / I Was Never There,2022-07-24,0,https://open.spotify.com/track/1N7mCyEZyuBw8uv232xD1P,1N7mCyEZyuBw8uv232xD1P,4.758472222222222e-05,2022,563,232,492
F**kin' Perfect,P!nk,Greatest Hits...So Far!!!,2010-11-12,28,https://open.spotify.com/track/4DZpaWfkmvRsBbPqL7D9rp,4DZpaWfkmvRsBbPqL7D9rp,5.9329444444444444e-05,2010,229,354,263
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016-04-15,70,https://open.spotify.com/track/7K5dzhGda2vRTaAWYI3hrb,7K5dzhGda2vRTaAWYI3hrb,5.9836944444444445e-05,2016,402,354,363
I Was Never There Sped Up,Just Lowkey,I Was Never There Sped Up,2022-07-17,0,https://open.spotify.com/track/1HipUgS1ks1nWcLNwb7NA3,1HipUgS1ks1nWcLNwb7NA3,5.169972222222222e-05,2022,356,232,320
I'm Good (Blue),David Guetta,I'm Good (Blue),2022-08-26,88,https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK,4uUG5RXrOk84mYEfFvj3cK,4.867722222222223e-05,2022,359,124,322
cinderella's dead,EMELINE,cinderella's dead,2022-04-01,70,https://open.spotify.com/track/5MWXOo8DJwgODtPGaietNz,5MWXOo8DJwgODtPGaietNz,3.3518333333333334e-05,2022,869,147,775
"Sex, Drugs, Etc (Sped Up)",Xizt,"Sex, Drugs, Etc (Sped Up)",2022-09-12,0,https://open.spotify.com/track/7MQB6IDnyjaI3WKG2Hr3db,7MQB6IDnyjaI3WKG2Hr3db,4.588222222222222e-05,2022,659,482,581
Mary On A Cross (TikTok Version),Divine Deluxe Hitz,Mary On A Cross (TikTok Version),2022-09-13,0,https://open.spotify.com/track/1SIAdCt9tdJBgPsLgT9rrN,1SIAdCt9tdJBgPsLgT9rrN,6.751999999999999e-05,2022,488,134,427
SNAP,Rosa Linn,SNAP,2022-03-19,20,https://open.spotify.com/track/76OGwb5RA9h4FxQPT33ekc,76OGwb5RA9h4FxQPT33ekc,4.9875277777777775e-05,2022,646,386,567
If I Would Have Known,Kyle Hume,If I Would Have Known,2021-10-08,61,https://open.spotify.com/track/43zwZPRtS6eJMIuJOtdMub,43zwZPRtS6eJMIuJOtdMub,4.6658611111111116e-05,2021,369,257,332
Whatever It Takes,Imagine Dragons,Evolve,2017-06-23,84,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb,6Qn5zhYkTa37e91HC1D7lb,5.5900000000000004e-05,2017,830,200,207
Dangerous Woman,Ariana Grande,Dangerous Woman,2016-04-01,82,https://open.spotify.com/track/3nef5W8jTkXrOKgCu4kmq7,3nef5W8jTkXrOKgCu4kmq7,6.554055555555555e-05,2016,171,38,163
Girl On Fire,Alicia Keys,Girl On Fire,2012-09-04,1,https://open.spotify.com/track/6qOEjO2IUD7PjtpsXawq0d,6qOEjO2IUD7PjtpsXawq0d,6.247777777777778e-05,2012,271,30,250
Here With Me,Marshmello,Here With Me,2019-03-08,42,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,5icOoE6VgqFKohjWWNp0Ac,4.3429444444444444e-05,2019,312,307,288
Bloody Mary,Lady Gaga,Born This Way (International Special Edition Version),2011-05-23,77,https://open.spotify.com/track/53jnnqFSRGMDB9ADrNriCA,53jnnqFSRGMDB9ADrNriCA,6.798888888888889e-05,2011,99,260,111
2step,Ed Sheeran,=,2021-10-25,65,https://open.spotify.com/track/2SUxn2O9NHL6GHGQFgwCY0,2SUxn2O9NHL6GHGQFgwCY0,4.267388888888888e-05,2021,6,149,16
Eastside (with Halsey & Khalid),benny blanco,Eastside (with Halsey & Khalid),2018-07-12,74,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,0d2iYfpKoM0QCKvcLCkBao,4.82775e-05,2018,214,495,195
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,No.6 Collaborations Project,2019-07-12,73,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,4vUmTMuQqjdnvlZmAH61Qk,5.679611111111111e-05,2019,694,149,472
Dive,Ed Sheeran,÷ (Deluxe),2017-03-03,75,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,51ChrwmUPDJvedPQnIU8Ls,6.623333333333334e-05,2017,189,149,797
Don't,Ed Sheeran,x (Deluxe Edition),2014-06-21,74,https://open.spotify.com/track/1huvTbEYtgltjQRXzrNKGi,1huvTbEYtgltjQRXzrNKGi,6.106666666666667e-05,2014,193,149,794
New Man,Ed Sheeran,÷ (Deluxe),2017-03-03,63,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,5HDPtsnyb3maFmPL8LLUTG,5.257777777777777e-05,2017,536,149,797
Beautiful People (feat. Khalid),Ed Sheeran,Beautiful People (feat. Khalid),2019-06-28,72,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97,4evmHXcjt3bTUHD1cvny97,5.496277777777778e-05,2019,77,149,88
Bam Bam (feat. Ed Sheeran),Camila Cabello,Bam Bam (feat. Ed Sheeran),2022-03-04,75,https://open.spotify.com/track/0QBzMgT7NIeoCYy3sJCof1,0QBzMgT7NIeoCYy3sJCof1,5.7241666666666664e-05,2022,68,90,77
Galway Girl,Ed Sheeran,÷ (Deluxe),2017-03-03,82,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,0afhq8XCExXpqazXczTSve,4.745166666666667e-05,2017,264,149,797
Love Story,Indila,Mini World,2014-01-01,78,https://open.spotify.com/track/6nGeLlakfzlBcFdZXteDq7,6nGeLlakfzlBcFdZXteDq7,8.785555555555556e-05,2014,463,201,439
Renegade (sped up) - Remix,Xanemusic,Renegade (sped up) [Remix],2023-01-18,0,https://open.spotify.com/track/0xLtOeWVAgJ7ioZXdJDVGF,0xLtOeWVAgJ7ioZXdJDVGF,4.6669166666666664e-05,2023,625,481,553
Under x I Was Never - Remix,DJ Fronteo,Under x I Was Never,2022-09-14,0,https://open.spotify.com/track/6g0YiEetLFMZeuWjMXHQD4,6g0YiEetLFMZeuWjMXHQD4,5.5431111111111114e-05,2022,789,116,708
Alarm,Anne-Marie,Speak Your Mind (Deluxe),2018-04-27,64,https://open.spotify.com/track/572xshmOviSGH70oPYMCZV,572xshmOviSGH70oPYMCZV,5.710916666666667e-05,2018,25,32,607
Ciao Adios,Anne-Marie,Speak Your Mind (Deluxe),2018-04-27,67,https://open.spotify.com/track/01BC4Xj5tfsfV8DLDrma7q,01BC4Xj5tfsfV8DLDrma7q,5.54925e-05,2018,134,32,607
Love The Way You Lie - Part III (Original Demo),Skylar Grey,The Buried Sessions of Skylar Grey,2012-01-01,45,https://open.spotify.com/track/4GSiy5JzJoWJ9GgMnroiLE,4GSiy5JzJoWJ9GgMnroiLE,6.942583333333332e-05,2012,466,421,662
Coming Home - Part II / Bonus Track,Skylar Grey,Don't Look Down,2014-01-01,53,https://open.spotify.com/track/2EowclmjcHVK6W8xlngurh,2EowclmjcHVK6W8xlngurh,4.5785e-05,2014,142,421,181
Why,Sabrina Carpenter,Why,2017-07-07,63,https://open.spotify.com/track/1byScELwcJffsdL5QWa6Yk,1byScELwcJffsdL5QWa6Yk,4.752666666666667e-05,2017,839,397,744
Shower,Becky G,Shower,2014-04-23,79,https://open.spotify.com/track/3DmW6y7wTEYHJZlLo1r6XJ,3DmW6y7wTEYHJZlLo1r6XJ,5.7268333333333335e-05,2014,667,62,588
God is a woman,Ariana Grande,Sweetener,2018-08-17,78,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,5OCJzvD7sykQEKHH7qAC3C,5.487388888888889e-05,2018,284,38,632
Without Me,Halsey,Without Me,2018-10-04,40,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5p7ujcrUXASCNwRaWNHR1C,5.601666666666667e-05,2018,843,190,751
Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13,81,https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G,2K87XMYnUMqLcX3zvtAF4G,5.3366666666666665e-05,2015,207,352,417
Dress,Taylor Swift,reputation,2017-11-10,77,https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv,6oVxXO5oQ4pTpO8RSnkzvv,6.39925e-05,2017,209,438,789
i'm yours sped up,Isabel LaRosa,i'm yours,2022-10-28,70,https://open.spotify.com/track/4sFGNz4MYpGoz53ZGCwsiE,4sFGNz4MYpGoz53ZGCwsiE,3.5494444444444446e-05,2022,878,205,783
Flowers,Miley Cyrus,Flowers,2023-01-13,22,https://open.spotify.com/track/0yLdNVWF3Srea0uzk55zFn,0yLdNVWF3Srea0uzk55zFn,5.5681666666666666e-05,2023,253,318,235
Calm Down (with Selena Gomez),Rema,Calm Down (with Selena Gomez),2022-08-25,82,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8,0WtM2NBVQNNJLh6scP13H8,6.647694444444444e-05,2022,124,379,120
Sunroof,Nicky Youre,Sunroof,2021-12-03,13,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8,4h4QlmocP3IuwYEj2j14p8,4.5284722222222215e-05,2021,728,336,629
Escapism.,RAYE,Escapism. / The Thrill Is Gone.,2022-10-12,14,https://open.spotify.com/track/5Z2MiIZ5I3jJvvmeWMLbOQ,5Z2MiIZ5I3jJvvmeWMLbOQ,7.565916666666668e-05,2022,222,371,203
As It Was,Harry Styles,Harry's House,2022-05-20,89,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e,4Dvkj6JhhA12EX05fT7y2e,4.647305555555555e-05,2022,50,193,275
People You Know,Selena Gomez,Rare,2020-01-10,76,https://open.spotify.com/track/63mdJr3NMY3wReOkNE6c6W,63mdJr3NMY3wReOkNE6c6W,5.413888888888888e-05,2020,585,410,546
Mirror,IDER,Emotional Education,2019-07-19,49,https://open.spotify.com/track/5KRyIAm7l9tHnqtA6KbLsp,5KRyIAm7l9tHnqtA6KbLsp,6.0873888888888884e-05,2019,507,196,197
Anti-Hero,Taylor Swift,Midnights,2022-10-21,84,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu,0V3wPSX9ygBnCm8psDIegu,5.5747222222222225e-05,2022,41,438,437
See You Again,Miley Cyrus,Meet Miley Cyrus,2007-06-26,71,https://open.spotify.com/track/3AjyOYxBv8bByfBtG5o9dP,3AjyOYxBv8bByfBtG5o9dP,5.290361111111111e-05,2007,655,318,431
Silence,Marshmello,Silence,2017-08-11,81,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,7vGuf3Y35N4wmASOKLUVVU,5.0228333333333335e-05,2017,670,307,591
Dark Horse,Katy Perry,PRISM,2013-01-01,82,https://open.spotify.com/track/4jbmgIyjGoXjY01XxatOx6,4jbmgIyjGoXjY01XxatOx6,5.990888888888888e-05,2013,174,243,508
Pretty Girl,Nightcore Red,Pretty Girl,2018-08-15,39,https://open.spotify.com/track/2dPDXBCfjb2VpNB2kkhlF0,2dPDXBCfjb2VpNB2kkhlF0,4.904472222222222e-05,2018,602,341,530
Worst Day Of My Life,Subspace Super Highway,Worst Day Of My Life,2022-05-17,33,https://open.spotify.com/track/3uq27iB3IRU9Ou9HqdAZ0c,3uq27iB3IRU9Ou9HqdAZ0c,4.416888888888888e-05,2022,848,430,757
Made You Look,Meghan Trainor,Takin' It Back,2022-10-21,79,https://open.spotify.com/track/0QHEIqNKsMoOY5urbzN48u,0QHEIqNKsMoOY5urbzN48u,3.729333333333333e-05,2022,481,312,644
Dear Future Husband,Meghan Trainor,Title (Deluxe),2015-01-12,76,https://open.spotify.com/track/3cU2wBxuV6nFiuf6PJZNlC,3cU2wBxuV6nFiuf6PJZNlC,5.1173888888888886e-05,2015,178,312,694
"Whenever, Wherever",Shakira,Laundry Service,2001-11-13,79,https://open.spotify.com/track/2lnzGkdtDj5mtlcOW2yRtG,2lnzGkdtDj5mtlcOW2yRtG,5.4488888888888884e-05,2001,833,413,382
Heartbeat,Nitecore,Heartbeat,2022-02-25,49,https://open.spotify.com/track/5y3M0g9NeTe4YKc0uBvVX1,5y3M0g9NeTe4YKc0uBvVX1,4.0993888888888885e-05,2022,305,343,280
Living Hell,Bella Poarch,Dolls EP,2022-08-12,62,https://open.spotify.com/track/6bTbMMEShyGyrcuIwtBlpA,6bTbMMEShyGyrcuIwtBlpA,4.8333888888888886e-05,2022,444,63,176
Shameless,Camila Cabello,Romance,2019-12-06,84,https://open.spotify.com/track/2ogKhhoMClkFXek7ZgxAhN,2ogKhhoMClkFXek7ZgxAhN,6.103944444444443e-05,2019,662,90,560
Moral of the Story,Ashe,Ashlyn,2021-05-07,77,https://open.spotify.com/track/69HzZ3ti9DLwb0GdWCGYSo,69HzZ3ti9DLwb0GdWCGYSo,5.583777777777778e-05,2021,514,42,60
People,Libianca,People,2022-12-06,79,https://open.spotify.com/track/26b3oVLrRUaaybJulow9kz,26b3oVLrRUaaybJulow9kz,5.133083333333333e-05,2022,584,269,514
Kill Bill,SZA,SOS,2022-12-08,86,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL,1Qrg8KqiBpW07V7PNxwwwL,4.276277777777778e-05,2022,410,396,568
I Wanna Be Yours,Arctic Monkeys,AM,2013-09-09,93,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n,5XeFesFbtLpXzIVDNQP22n,5.1098888888888884e-05,2013,354,37,23
golden hour,JVKE,this is what ____ feels like (Vol. 1-4),2022-09-23,79,https://open.spotify.com/track/5odlY52u43F5BjByhxg7wg,5odlY52u43F5BjByhxg7wg,5.8127499999999995e-05,2022,873,211,791
What It Is (Block Boy) (with Kodak Black),Doechii,What It Is (Block Boy) (with Kodak Black),2023-03-17,68,https://open.spotify.com/track/1O8zCu3dLLPxkbGfIsbRgE,1O8zCu3dLLPxkbGfIsbRgE,6.203972222222222e-05,2023,826,137,737
Back To December,Taylor Swift,Speak Now,2010-10-25,65,https://open.spotify.com/track/5l6GqSxplqnZbLg0LTPQeG,5l6GqSxplqnZbLg0LTPQeG,8.14e-05,2010,60,438,606
The Story Of Us,Taylor Swift,Speak Now,2010-10-25,49,https://open.spotify.com/track/3lXekiVK1ZPZbKconsys73,3lXekiVK1ZPZbKconsys73,7.38e-05,2010,766,438,606
S&M,Rihanna,Loud,2010-11-16,74,https://open.spotify.com/track/0C4ejWmOTMv8vuYj85mf8m,0C4ejWmOTMv8vuYj85mf8m,6.764805555555556e-05,2010,644,384,400
Never Be the Same,Jessica Mauboy,Beautiful,2013-10-04,46,https://open.spotify.com/track/71RVcxj9HH4r6bkxG7spaQ,71RVcxj9HH4r6bkxG7spaQ,6.468888888888889e-05,2013,531,220,85
Style,Taylor Swift,1989 (Deluxe),2014-01-01,80,https://open.spotify.com/track/0ug5NqcwcFR2xrfTkc7k8e,0ug5NqcwcFR2xrfTkc7k8e,6.416666666666666e-05,2014,719,438,8
Paper Rings,Taylor Swift,Lover,2019-08-23,78,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,4y5bvROuBDPr5fuwXbIBZR,6.177777777777777e-05,2019,579,438,407
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,Lover,2019-08-23,76,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,2Rk4JlNc2TPmZe2af99d45,5.3611111111111115e-05,2019,474,438,407
Lover (Remix) [feat. Shawn Mendes],Taylor Swift,Lover (Remix) [feat. Shawn Mendes],2019-11-13,68,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0,3i9UVldZOE0aD0JnyfAZZ0,6.147388888888889e-05,2019,471,438,408
Paint The Town Red,Doja Cat,Paint The Town Red,2023-08-04,81,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7,2IGMVunIBsBLtEQyoI1Mu7,6.437499999999999e-05,2023,578,138,511
Doin' Time,Lana Del Rey,Norman Fucking Rockwell!,2019-08-30,80,https://open.spotify.com/track/0Oqc0kKFsQ6MhFOLBNZIGX,0Oqc0kKFsQ6MhFOLBNZIGX,5.616444444444445e-05,2019,191,261,474
Numb Little Bug,Em Beihold,Numb Little Bug,2022-01-28,72,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2,3o9kpgkIcffx0iSwxhuNI2,4.7010277777777775e-05,2022,551,155,483
Make You Mine,PUBLIC,Make You Mine,2019-08-09,73,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,5iFwAOB2TFkPJk8sMlxP8g,6.469611111111111e-05,2019,484,360,422
DARKSIDE,Neoni,DARKSIDE,2021-01-29,57,https://open.spotify.com/track/3GaeH4EFwtkY2IJfs85u8u,3GaeH4EFwtkY2IJfs85u8u,4.6666666666666665e-05,2021,162,332,151
Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),2004-07-13,56,https://open.spotify.com/track/228BxWXUYQPJrJYHDLOHkj,228BxWXUYQPJrJYHDLOHkj,5.35e-05,2004,265,120,79
Make Me Move,Culture Code,Make Me Move,2016-12-13,59,https://open.spotify.com/track/5ZAUiOlYURVJEJ5ktV03v5,5ZAUiOlYURVJEJ5ktV03v5,5.473666666666666e-05,2016,483,115,421
Con Calma,Daddy Yankee,Con Calma,2019-01-24,81,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,5w9c2J52mkdntKOmRLeM2m,5.3673888888888886e-05,2019,145,120,138
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,7,2019-06-21,76,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2YpeDb67231RjR0MgVLzsG,4.362944444444445e-05,2019,554,270,13
Night Changes,One Direction,FOUR (Deluxe),2014-11-17,89,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,5O2P9iiztwhomNh8xkR9lJ,6.294444444444445e-05,2014,537,352,214
Midnight Rain,Taylor Swift,Midnights,2022-10-21,76,https://open.spotify.com/track/3rWDp9tBPQR9z6U5YyRSK4,3rWDp9tBPQR9z6U5YyRSK4,4.855055555555555e-05,2022,505,438,437
Angel With a Shotgun,Nightcore Collectives,Best of Nightcore,2022-06-10,50,https://open.spotify.com/track/6Ap1zrEjcbKKoUyE3taghj,6Ap1zrEjcbKKoUyE3taghj,5.356388888888889e-05,2022,37,338,96
Mercy,Into The Nightcore,"Into The Nightcore, Vol. 8",2020-03-03,0,https://open.spotify.com/track/0gvA5jZdpY26vzdRPlX3HH,0gvA5jZdpY26vzdRPlX3HH,4.542e-05,2020,502,204,348
